date_;time_;val_;n_day_;time
2013-09-28;4;-1.29771584544971;1001;2013-09-28 04:00:00
2013-09-28;5;-1.38212671193678;1001;2013-09-28 05:00:00
2013-09-28;6;-1.37255434563412;1001;2013-09-28 06:00:00
2013-09-28;7;-1.29815095300892;1001;2013-09-28 07:00:00
2013-09-28;8;-1.1449930921664;1001;2013-09-28 08:00:00
2013-09-28;9;-1.03752152504112;1001;2013-09-28 09:00:00
2013-09-28;10;-0.787334678494392;1001;2013-09-28 10:00:00
2013-09-28;11;-0.530186111000281;1001;2013-09-28 11:00:00
2013-09-28;12;-0.333517494236596;1001;2013-09-28 12:00:00
2013-09-28;13;-0.170352159532211;1001;2013-09-28 13:00:00
2013-09-28;14;-0.0311177405844697;1001;2013-09-28 14:00:00
2013-09-28;15;0.0828804399289938;1001;2013-09-28 15:00:00
2013-09-28;16;0.16163490814631;1001;2013-09-28 16:00:00
2013-09-28;17;0.158154047672617;1001;2013-09-28 17:00:00
2013-09-28;18;0.132917809238338;1001;2013-09-28 18:00:00
2013-09-28;19;0.0284919950275322;1001;2013-09-28 19:00:00
2013-09-28;20;0.124650765613316;1001;2013-09-28 20:00:00
2013-09-28;21;0.242564914159685;1001;2013-09-28 21:00:00
2013-09-28;22;0.199054158238516;1001;2013-09-28 22:00:00
2013-09-28;23;0.0432856520407298;1001;2013-09-28 23:00:00
2013-09-29;0;-0.212992700334957;1002;2013-09-29 00:00:00
2013-09-29;1;-0.533231863914763;1002;2013-09-29 01:00:00
2013-09-29;2;-0.799517690152319;1002;2013-09-29 02:00:00
2013-09-29;3;-1.04100238551481;1002;2013-09-29 03:00:00
2013-09-29;4;-1.2637774558312;1002;2013-09-29 04:00:00
2013-09-29;5;-1.42694279053558;1002;2013-09-29 05:00:00
2013-09-29;6;-1.47785037496335;1002;2013-09-29 06:00:00
2013-09-29;7;-1.48307166567389;1002;2013-09-29 07:00:00
2013-09-29;8;-1.44695773825932;1002;2013-09-29 08:00:00
2013-09-29;9;-1.45435456676592;1002;2013-09-29 09:00:00
2013-09-29;10;-1.248983798818;1002;2013-09-29 10:00:00
2013-09-29;11;-1.0779865280478;1002;2013-09-29 11:00:00
2013-09-29;12;-0.903943504363126;1002;2013-09-29 12:00:00
2013-09-29;13;-0.823448605908963;1002;2013-09-29 13:00:00
2013-09-29;14;-0.718152576579733;1002;2013-09-29 14:00:00
2013-09-29;15;-0.711625963191557;1002;2013-09-29 15:00:00
2013-09-29;16;-0.662458809000636;1002;2013-09-29 16:00:00
2013-09-29;17;-0.670290745066447;1002;2013-09-29 17:00:00
2013-09-29;18;-0.64810025954665;1002;2013-09-29 18:00:00
2013-09-29;19;-0.674641820658563;1002;2013-09-29 19:00:00
2013-09-29;20;-0.598933105355729;1002;2013-09-29 20:00:00
2013-09-29;21;-0.416187930486818;1002;2013-09-29 21:00:00
2013-09-29;22;-0.504949872566003;1002;2013-09-29 22:00:00
2013-09-29;23;-0.692916338145455;1002;2013-09-29 23:00:00
2013-09-30;0;-0.930920173034251;1003;2013-09-30 00:00:00
2013-09-30;1;-1.21156454872579;1003;2013-09-30 01:00:00
2013-09-30;2;-1.37908095902229;1003;2013-09-30 02:00:00
2013-09-30;3;-1.47872059008177;1003;2013-09-30 03:00:00
2013-09-30;4;-1.51875048552925;1003;2013-09-30 04:00:00
2013-09-30;5;-1.5431165088451;1003;2013-09-30 05:00:00
2013-09-30;6;-1.43608004927903;1003;2013-09-30 06:00:00
2013-09-30;7;-1.1410771241335;1003;2013-09-30 07:00:00
2013-09-30;8;-0.64026832348084;1003;2013-09-30 08:00:00
2013-09-30;9;-0.381814433309094;1003;2013-09-30 09:00:00
2013-09-30;10;-0.200374581117818;1003;2013-09-30 10:00:00
2013-09-30;11;-0.0354688161765867;1003;2013-09-30 11:00:00
2013-09-30;12;0.13596356215282;1003;2013-09-30 12:00:00
2013-09-30;13;0.198619050679304;1003;2013-09-30 13:00:00
2013-09-30;14;0.243435129278109;1003;2013-09-30 14:00:00
2013-09-30;15;0.332197071357294;1003;2013-09-30 15:00:00
2013-09-30;16;0.358738632469207;1003;2013-09-30 16:00:00
2013-09-30;17;0.363089708061324;1003;2013-09-30 17:00:00
2013-09-30;18;0.333937501594141;1003;2013-09-30 18:00:00
2013-09-30;19;0.262144754324211;1003;2013-09-30 19:00:00
2013-09-30;20;0.230817010060969;1003;2013-09-30 20:00:00
2013-09-30;21;0.364395030738959;1003;2013-09-30 21:00:00
2013-09-30;22;0.214282922810925;1003;2013-09-30 22:00:00
2013-09-30;23;-0.0302475254660463;1003;2013-09-30 23:00:00
2013-10-01;0;-0.402264488592044;1004;2013-10-01 00:00:00
2013-10-01;1;-0.765579300533807;1004;2013-10-01 01:00:00
2013-10-01;2;-1.00575867321866;1004;2013-10-01 02:00:00
2013-10-01;3;-1.16935911548226;1004;2013-10-01 03:00:00
2013-10-01;4;-1.24463272322588;1004;2013-10-01 04:00:00
2013-10-01;5;-1.27857111284439;1004;2013-10-01 05:00:00
2013-10-01;6;-1.19067938588363;1004;2013-10-01 06:00:00
2013-10-01;7;-0.89219560026441;1004;2013-10-01 07:00:00
2013-10-01;8;-0.358753732670874;1004;2013-10-01 08:00:00
2013-10-01;9;-0.0367741388542217;1004;2013-10-01 09:00:00
2013-10-01;10;0.148581681369959;1004;2013-10-01 10:00:00
2013-10-01;11;0.266495829916328;1004;2013-10-01 11:00:00
2013-10-01;12;0.373532289482405;1004;2013-10-01 12:00:00
2013-10-01;13;0.407470679100917;1004;2013-10-01 13:00:00
2013-10-01;14;0.454897403054991;1004;2013-10-01 14:00:00
2013-10-01;15;0.592826499325098;1004;2013-10-01 15:00:00
2013-10-01;16;0.694641668180634;1004;2013-10-01 16:00:00
2013-10-01;17;0.762083339858446;1004;2013-10-01 17:00:00
2013-10-01;18;0.785579148055878;1004;2013-10-01 18:00:00
2013-10-01;19;0.725099197325453;1004;2013-10-01 19:00:00
2013-10-01;20;0.668535214627932;1004;2013-10-01 20:00:00
2013-10-01;21;0.808204741134886;1004;2013-10-01 21:00:00
2013-10-01;22;0.673756505338473;1004;2013-10-01 22:00:00
2013-10-01;23;0.370921644127135;1004;2013-10-01 23:00:00
2013-10-02;0;-0.0219804818410242;1005;2013-10-02 00:00:00
2013-10-02;1;-0.428370942144745;1005;2013-10-02 01:00:00
2013-10-02;2;-0.70466424224417;1005;2013-10-02 02:00:00
2013-10-02;3;-0.908729687514454;1005;2013-10-02 03:00:00
2013-10-02;4;-1.03665130992269;1005;2013-10-02 04:00:00
2013-10-02;5;-1.0853833565544;1005;2013-10-02 05:00:00
2013-10-02;6;-1.00488845810024;1005;2013-10-02 06:00:00
2013-10-02;7;-0.730770695796872;1005;2013-10-02 07:00:00
2013-10-02;8;-0.24954173530874;1005;2013-10-02 08:00:00
2013-10-02;9;0.000210003678772164;1005;2013-10-02 09:00:00
2013-10-02;10;0.188176469258224;1005;2013-10-02 10:00:00
2013-10-02;11;0.383104655785062;1005;2013-10-02 11:00:00
2013-10-02;12;0.535392301509154;1005;2013-10-02 12:00:00
2013-10-02;13;0.633291502331785;1005;2013-10-02 13:00:00
2013-10-02;14;0.714656615904372;1005;2013-10-02 14:00:00
2013-10-02;15;0.830830334213894;1005;2013-10-02 15:00:00
2013-10-02;16;0.890004962266684;1005;2013-10-02 16:00:00
2013-10-02;17;0.906539049516728;1005;2013-10-02 17:00:00
2013-10-02;18;0.835181409806011;1005;2013-10-02 18:00:00
2013-10-02;19;0.674191612897684;1005;2013-10-02 19:00:00
2013-10-02;20;0.57020090624609;1005;2013-10-02 20:00:00
2013-10-02;21;0.660703278562122;1005;2013-10-02 21:00:00
2013-10-02;22;0.508415632838029;1005;2013-10-02 22:00:00
2013-10-02;23;0.217328675725407;1005;2013-10-02 23:00:00
2013-10-03;0;-0.189931999696738;1006;2013-10-03 00:00:00
2013-10-03;1;-0.564124500618793;1006;2013-10-03 01:00:00
2013-10-03;2;-0.859127425764321;1006;2013-10-03 02:00:00
2013-10-03;3;-1.02446829826476;1006;2013-10-03 03:00:00
2013-10-03;4;-1.11540577814001;1006;2013-10-03 04:00:00
2013-10-03;5;-1.14151223169271;1006;2013-10-03 05:00:00
2013-10-03;6;-1.04970453669904;1006;2013-10-03 06:00:00
2013-10-03;7;-0.723373867290273;1006;2013-10-03 07:00:00
2013-10-03;8;-0.135543554795276;1006;2013-10-03 08:00:00
2013-10-03;9;0.206450986745115;1006;2013-10-03 09:00:00
2013-10-03;10;0.424004766350961;1006;2013-10-03 10:00:00
2013-10-03;11;0.573246659160572;1006;2013-10-03 11:00:00
2013-10-03;12;0.688115054792459;1006;2013-10-03 12:00:00
2013-10-03;13;0.673321397779261;1006;2013-10-03 13:00:00
2013-10-03;14;0.708130002516197;1006;2013-10-03 14:00:00
2013-10-03;15;0.807334526016462;1006;2013-10-03 15:00:00
2013-10-03;16;0.914370985582539;1006;2013-10-03 16:00:00
2013-10-03;17;0.979637119464293;1006;2013-10-03 17:00:00
2013-10-03;18;0.938737008898394;1006;2013-10-03 18:00:00
2013-10-03;19;0.87608152037191;1006;2013-10-03 19:00:00
2013-10-03;20;0.87869216572718;1006;2013-10-03 20:00:00
2013-10-03;21;0.962667924655037;1006;2013-10-03 21:00:00
2013-10-03;22;0.81951753767439;1006;2013-10-03 22:00:00
2013-10-03;23;0.497973051416949;1006;2013-10-03 23:00:00
2013-10-04;0;0.0750485038631833;1007;2013-10-04 00:00:00
2013-10-04;1;-0.320029159901034;1007;2013-10-04 01:00:00
2013-10-04;2;-0.596322460000459;1007;2013-10-04 02:00:00
2013-10-04;3;-0.849119951902452;1007;2013-10-04 03:00:00
2013-10-04;4;-0.982697972580442;1007;2013-10-04 04:00:00
2013-10-04;5;-1.04752899890298;1007;2013-10-04 05:00:00
2013-10-04;6;-0.968774530685668;1007;2013-10-04 06:00:00
2013-10-04;7;-0.668985422388812;1007;2013-10-04 07:00:00
2013-10-04;8;-0.140764845505816;1007;2013-10-04 08:00:00
2013-10-04;9;0.15641361743577;1007;2013-10-04 09:00:00
2013-10-04;10;0.4031196035088;1007;2013-10-04 10:00:00
2013-10-04;11;0.609360586575142;1007;2013-10-04 11:00:00
2013-10-04;12;0.758602479384753;1007;2013-10-04 12:00:00
2013-10-04;13;0.798197267273017;1007;2013-10-04 13:00:00
2013-10-04;14;0.845623991227091;1007;2013-10-04 14:00:00
2013-10-04;15;0.92481356700362;1007;2013-10-04 15:00:00
2013-10-04;16;0.894791145418013;1007;2013-10-04 16:00:00
2013-10-04;17;0.848234636582362;1007;2013-10-04 17:00:00
2013-10-04;18;0.790365331207206;1007;2013-10-04 18:00:00
2013-10-04;19;0.725099197325453;1007;2013-10-04 19:00:00
2013-10-04;20;0.760778017180811;1007;2013-10-04 20:00:00
2013-10-04;21;0.799502589950652;1007;2013-10-04 21:00:00
2013-10-04;22;0.608490371456719;1007;2013-10-04 22:00:00
2013-10-04;23;0.355692879554725;1007;2013-10-04 23:00:00
2013-10-05;0;-0.00675171726861492;1008;2013-10-05 00:00:00
2013-10-05;1;-0.377463357716977;1008;2013-10-05 01:00:00
2013-10-05;2;-0.698572736415207;1008;2013-10-05 02:00:00
2013-10-05;3;-0.890020062468352;1008;2013-10-05 03:00:00
2013-10-05;4;-1.01794168487659;1008;2013-10-05 04:00:00
2013-10-05;5;-1.07233012977805;1008;2013-10-05 05:00:00
2013-10-05;6;-1.07015459198199;1008;2013-10-05 06:00:00
2013-10-05;7;-0.970950068481726;1008;2013-10-05 07:00:00
2013-10-05;8;-0.759487794704844;1008;2013-10-05 08:00:00
2013-10-05;9;-0.630260849618971;1008;2013-10-05 09:00:00
2013-10-05;10;-0.313067438953647;1008;2013-10-05 10:00:00
2013-10-05;11;-0.0650561302029818;1008;2013-10-05 11:00:00
2013-10-05;12;0.157283832554193;1008;2013-10-05 12:00:00
2013-10-05;13;0.32088427481779;1008;2013-10-05 13:00:00
2013-10-05;14;0.450981435022086;1008;2013-10-05 14:00:00
2013-10-05;15;0.532781656153884;1008;2013-10-05 15:00:00
2013-10-05;16;0.615016984844894;1008;2013-10-05 16:00:00
2013-10-05;17;0.591086069088251;1008;2013-10-05 17:00:00
2013-10-05;18;0.514942246226205;1008;2013-10-05 18:00:00
2013-10-05;19;0.382234440666639;1008;2013-10-05 19:00:00
2013-10-05;20;0.413997292489092;1008;2013-10-05 20:00:00
2013-10-05;21;0.412256862252245;1008;2013-10-05 21:00:00
2013-10-05;22;0.289121422995336;1008;2013-10-05 22:00:00
2013-10-05;23;0.0989794196198265;1008;2013-10-05 23:00:00
2013-10-06;0;-0.174268127565117;1009;2013-10-06 00:00:00
2013-10-06;1;-0.517567991783142;1009;2013-10-06 01:00:00
2013-10-06;2;-0.824318821027386;1009;2013-10-06 02:00:00
2013-10-06;3;-1.10061212112681;1009;2013-10-06 03:00:00
2013-10-06;4;-1.29423498497601;1009;2013-10-06 04:00:00
2013-10-06;5;-1.40823316548948;1009;2013-10-06 05:00:00
2013-10-06;6;-1.47567483716729;1009;2013-10-06 06:00:00
2013-10-06;7;-1.46392693306857;1009;2013-10-06 07:00:00
2013-10-06;8;-1.39082886312101;1009;2013-10-06 08:00:00
2013-10-06;9;-1.38908843288416;1009;2013-10-06 09:00:00
2013-10-06;10;-1.24376250810746;1009;2013-10-06 10:00:00
2013-10-06;11;-1.10844405719262;1009;2013-10-06 11:00:00
2013-10-06;12;-0.996186306916005;1009;2013-10-06 12:00:00
2013-10-06;13;-0.906554149718396;1009;2013-10-06 13:00:00
2013-10-06;14;-0.8434635536327;1009;2013-10-06 14:00:00
2013-10-06;15;-0.846509306547182;1009;2013-10-06 15:00:00
2013-10-06;16;-0.877401943251212;1009;2013-10-06 16:00:00
2013-10-06;17;-0.90002753633022;1009;2013-10-06 17:00:00
2013-10-06;18;-0.850425274580087;1009;2013-10-06 18:00:00
2013-10-06;19;-0.752526073757457;1009;2013-10-06 19:00:00
2013-10-06;20;-0.589795846612283;1009;2013-10-06 20:00:00
2013-10-06;21;-0.534537186592398;1009;2013-10-06 21:00:00
2013-10-06;22;-0.618948053079467;1009;2013-10-06 22:00:00
2013-10-06;23;-0.78951021629045;1009;2013-10-06 23:00:00
2011-04-12;0;-0.5941469222044;101;2011-04-12 00:00:00
2011-04-12;1;-0.941362754455331;101;2011-04-12 01:00:00
2011-04-12;2;-1.18893895564678;101;2011-04-12 02:00:00
2011-04-12;3;-1.31642547049581;101;2011-04-12 03:00:00
2011-04-12;4;-1.38865332532495;101;2011-04-12 04:00:00
2011-04-12;5;-1.41388956375923;101;2011-04-12 05:00:00
2011-04-12;6;-1.30772331931158;101;2011-04-12 06:00:00
2011-04-12;7;-1.00836931857393;101;2011-04-12 07:00:00
2011-04-12;8;-0.574567082039874;101;2011-04-12 08:00:00
2011-04-12;9;-0.28565566272331;101;2011-04-12 09:00:00
2011-04-12;10;-0.154253179841379;101;2011-04-12 10:00:00
2011-04-12;11;-0.109872208801786;101;2011-04-12 11:00:00
2011-04-12;12;-0.0567890865779596;101;2011-04-12 12:00:00
2011-04-12;13;-0.0650561302029818;101;2011-04-12 13:00:00
2011-04-12;14;-0.0672316679990402;101;2011-04-12 14:00:00
2011-04-12;15;-0.0537433336634778;101;2011-04-12 15:00:00
2011-04-12;16;-0.112047746597845;101;2011-04-12 16:00:00
2011-04-12;17;-0.178184095598022;101;2011-04-12 17:00:00
2011-04-12;18;-0.245190659716623;101;2011-04-12 18:00:00
2011-04-12;19;-0.312632331394435;101;2011-04-12 19:00:00
2011-04-12;20;-0.368761206532743;101;2011-04-12 20:00:00
2011-04-12;21;-0.189061784578314;101;2011-04-12 21:00:00
2011-04-12;22;-0.0019655341172863;101;2011-04-12 22:00:00
2011-04-12;23;-0.187321354341467;101;2011-04-12 23:00:00
2013-10-07;0;-1.00923953369236;1010;2013-10-07 00:00:00
2013-10-07;1;-1.25768595000223;1010;2013-10-07 01:00:00
2013-10-07;2;-1.42215660738425;1010;2013-10-07 02:00:00
2013-10-07;3;-1.51439940993713;1010;2013-10-07 03:00:00
2013-10-07;4;-1.53876543325299;1010;2013-10-07 04:00:00
2013-10-07;5;-1.5465973693188;1010;2013-10-07 05:00:00
2013-10-07;6;-1.43695026439745;1010;2013-10-07 06:00:00
2013-10-07;7;-1.13019943515321;1010;2013-10-07 07:00:00
2013-10-07;8;-0.616772515283408;1010;2013-10-07 08:00:00
2013-10-07;9;-0.321769590137881;1010;2013-10-07 09:00:00
2013-10-07;10;-0.199939473558607;1010;2013-10-07 10:00:00
2013-10-07;11;-0.165565976380883;1010;2013-10-07 11:00:00
2013-10-07;12;-0.128146726288677;1010;2013-10-07 12:00:00
2013-10-07;13;-0.0807200023346027;1010;2013-10-07 13:00:00
2013-10-07;14;-0.0437358598016088;1010;2013-10-07 14:00:00
2013-10-07;15;0.00586640194852417;1010;2013-10-07 15:00:00
2013-10-07;16;0.0224004891985685;1010;2013-10-07 16:00:00
2013-10-07;17;-0.00414107191334476;1010;2013-10-07 17:00:00
2013-10-07;18;-0.0285070952291996;1010;2013-10-07 18:00:00
2013-10-07;19;-0.0663614528806168;1010;2013-10-07 19:00:00
2013-10-07;20;0.0297973177051673;1010;2013-10-07 20:00:00
2013-10-07;21;0.146406143573901;1010;2013-10-07 21:00:00
2013-10-07;22;0.013263230455123;1010;2013-10-07 22:00:00
2013-10-07;23;-0.239099153887659;1010;2013-10-07 23:00:00
2013-10-08;0;-0.593276707085977;1011;2013-10-08 00:00:00
2013-10-08;1;-0.947889367843507;1011;2013-10-08 01:00:00
2013-10-08;2;-1.18067191202176;1011;2013-10-08 02:00:00
2013-10-08;3;-1.30902864198921;1011;2013-10-08 03:00:00
2013-10-08;4;-1.40083633698288;1011;2013-10-08 04:00:00
2013-10-08;5;-1.42172149982504;1011;2013-10-08 05:00:00
2013-10-08;6;-1.33600531066034;1011;2013-10-08 06:00:00
2013-10-08;7;-1.03969706283717;1011;2013-10-08 07:00:00
2013-10-08;8;-0.552811704079289;1011;2013-10-08 08:00:00
2013-10-08;9;-0.323945127933939;1011;2013-10-08 09:00:00
2013-10-08;10;-0.211252270098111;1011;2013-10-08 10:00:00
2013-10-08;11;-0.085941293045143;1011;2013-10-08 11:00:00
2013-10-08;12;0.058514416613139;1011;2013-10-08 12:00:00
2013-10-08;13;0.152062541843653;1011;2013-10-08 13:00:00
2013-10-08;14;0.2208095361991;1011;2013-10-08 14:00:00
2013-10-08;15;0.309571478278286;1011;2013-10-08 15:00:00
2013-10-08;16;0.334807716712564;1011;2013-10-08 16:00:00
2013-10-08;17;0.323930027732272;1011;2013-10-08 17:00:00
2013-10-08;18;0.293472498587453;1011;2013-10-08 18:00:00
2013-10-08;19;0.209496739659596;1011;2013-10-08 19:00:00
2013-10-08;20;0.261274539205788;1011;2013-10-08 20:00:00
2013-10-08;21;0.337418362067834;1011;2013-10-08 21:00:00
2013-10-08;22;0.17947431807399;1011;2013-10-08 22:00:00
2013-10-08;23;-0.0955136593478003;1011;2013-10-08 23:00:00
2013-10-09;0;-0.477973203894878;1012;2013-10-09 00:00:00
2013-10-09;1;-0.831280541974773;1012;2013-10-09 01:00:00
2013-10-09;2;-1.09190996994258;1012;2013-10-09 02:00:00
2013-10-09;3;-1.25551041220617;1012;2013-10-09 03:00:00
2013-10-09;4;-1.34775321475905;1012;2013-10-09 04:00:00
2013-10-09;5;-1.3716841305157;1012;2013-10-09 05:00:00
2013-10-09;6;-1.30859353443;1012;2013-10-09 06:00:00
2013-10-09;7;-1.03578109480427;1012;2013-10-09 07:00:00
2013-10-09;8;-0.571086221566181;1012;2013-10-09 08:00:00
2013-10-09;9;-0.349616473927429;1012;2013-10-09 09:00:00
2013-10-09;10;-0.196023505525701;1012;2013-10-09 10:00:00
2013-10-09;11;-0.0624454848477116;1012;2013-10-09 11:00:00
2013-10-09;12;0.0793995794553003;1012;2013-10-09 12:00:00
2013-10-09;13;0.149451896488383;1012;2013-10-09 13:00:00
2013-10-09;14;0.195573297764822;1012;2013-10-09 14:00:00
2013-10-09;15;0.269976690390022;1012;2013-10-09 15:00:00
2013-10-09;16;0.270411797949233;1012;2013-10-09 16:00:00
2013-10-09;17;0.24125959148205;1012;2013-10-09 17:00:00
2013-10-09;18;0.199924373356939;1012;2013-10-09 18:00:00
2013-10-09;19;0.112467753955389;1012;2013-10-09 19:00:00
2013-10-09;20;0.164680661060792;1012;2013-10-09 20:00:00
2013-10-09;21;0.244305344396532;1012;2013-10-09 21:00:00
2013-10-09;22;0.0902772684355926;1012;2013-10-09 22:00:00
2013-10-09;23;-0.163825546144036;1012;2013-10-09 23:00:00
2013-10-10;0;-0.531056326118705;1013;2013-10-10 00:00:00
2013-10-10;1;-0.897851998534162;1013;2013-10-10 01:00:00
2013-10-10;2;-1.13803137121902;1013;2013-10-10 02:00:00
2013-10-10;3;-1.28814347914705;1013;2013-10-10 03:00:00
2013-10-10;4;-1.37777563634466;1013;2013-10-10 04:00:00
2013-10-10;5;-1.41562999399608;1013;2013-10-10 05:00:00
2013-10-10;6;-1.34383724672615;1013;2013-10-10 06:00:00
2013-10-10;7;-1.05840668788328;1013;2013-10-10 07:00:00
2013-10-10;8;-0.582399018105685;1013;2013-10-10 08:00:00
